product_id,product_name,brand,main_category,sub_category,activity,gender,color,material,closure,fit,price_inr,discount_pct,final_price_inr,rating,rating_count,popularity_score,cushioning,arch_support,breathability,durability,weight_g,heel_drop_mm,sole_type,surface,water_resistant,season,size_range,inventory_units,launch_month,trend_score,style_tag
SH0230,Reebok Elite Road Running Shoes Maroon,Reebok,Shoes,road running shoes,Running,Women,Maroon,Synthetic,Slip-On,Regular,3380,15,2873.0,4.0,51,92,High,Medium,Medium,Very High,422,0,EVA,Trail,No,All Season,4-7,217,12,70,retro
SH0231,Under Armour Prime Training Shoes Red,Under Armour,Shoes,training shoes,Training,Women,Red,Canvas,Velcro,Wide,7269,5,6905.55,3.7,184,100,Low,High,High,High,515,8,Rubber,All-Purpose,No,Winter,4-8,109,4,100,lightweight
SH0232,Nike Max Basketball Shoes Maroon,Nike,Shoes,basketball shoes,Basketball,Women,Maroon,Mesh,Velcro,Regular,4837,15,4111.45,4.1,222,100,Medium,Low,High,Very High,479,8,Foam,Trail,No,All Season,6-10,33,9,81,fashion
SH0233,Mochi Flow Block Heels Brown,Mochi,Shoes,block heels,Heels,Women,Brown,Synthetic,Buckle,Regular,5038,15,4282.3,4.6,72,100,Medium,Low,Low,Medium,618,8,Rubber,All-Purpose,No,Monsoon,5-9,124,9,80,retro
SH0234,Reebok Edge Comfort Walkers Brown,Reebok,Shoes,comfort walkers,Walking,Girls,Brown,Rubberized knit,Slip-On,Regular,3144,30,2200.8,4.0,204,100,Medium,Low,Low,High,552,10,Foam,Trail,No,All Season,3-7,95,7,47,rugged
SH0235,Liberty Pulse Formal Loafers Grey,Liberty,Shoes,formal loafers,Formal,Men,Grey,Mesh,Lace-Up,Regular,3639,0,3639.0,3.8,101,100,Max,Medium,High,High,592,10,PU,Court,No,All Season,8-12,115,10,73,premium
SH0236,Adidas Move Gym Trainers Navy,Adidas,Shoes,gym trainers,Training,Women,Navy,Knit,Lace-Up,Regular,6428,10,5785.2,4.1,198,100,Max,High,High,High,537,12,Foam,Trail,No,All Season,4-7,275,8,75,fashion
SH0237,Mochi Prime Casual Loafers Beige,Mochi,Shoes,casual loafers,Casual,Unisex,Beige,Suede,Buckle,Slim,3595,0,3595.0,4.1,126,100,Medium,High,Medium,High,529,4,Foam,Indoor,No,Summer,7-11,130,4,88,premium
SH0238,Nike Prime Street Sneakers Black,Nike,Shoes,street sneakers,Lifestyle,Unisex,Black,Knit,Buckle,Regular,8050,20,6440.0,4.7,91,74,Low,Medium,Medium,High,647,4,TPU,Road,No,All Season,7-11,83,12,88,rugged
SH0239,Liberty Lite Formal Loafers Brown,Liberty,Shoes,formal loafers,Formal,Men,Brown,Leather,Lace-Up,Regular,1725,30,1207.5,4.0,179,100,Medium,Medium,Low,High,753,10,Phylon,Road,No,Monsoon,6-9,105,11,58,minimal
SH0240,Campus Stride School Shoes Navy,Campus,Shoes,school shoes,School,Boys,Navy,Rubberized knit,Elastic,Wide,1479,30,1035.3,4.8,79,100,High,Low,Low,Very High,508,12,Rubber,Road,Yes,All Season,2-6,211,3,82,sporty
SH0241,Nike Air Retro Sneakers Black,Nike,Shoes,retro sneakers,Lifestyle,Women,Black,Synthetic,Buckle,Regular,6706,20,5364.8,4.2,52,100,Medium,Medium,Low,Medium,504,8,Foam,Road,No,All Season,6-10,49,1,86,lightweight
SH0242,Nike Flex Race-Day Shoes Beige,Nike,Shoes,race-day shoes,Running,Women,Beige,Knit,Lace-Up,Regular,6457,30,4519.9,4.3,82,100,Medium,Low,High,High,336,12,EVA,Court,No,All Season,6-10,91,1,80,everyday
SH0243,Skechers Move Road Running Shoes Olive,Skechers,Shoes,road running shoes,Running,Unisex,Olive,Mesh,Buckle,Regular,5929,5,5632.55,4.9,49,91,High,Medium,Medium,High,572,8,Phylon,Trail,No,All Season,7-11,150,10,68,minimal
SH0244,Fila Move Cross Trainers Beige,Fila,Shoes,cross trainers,Training,Women,Beige,Leather,Slip-On,Regular,4553,15,3870.05,4.4,216,100,Medium,Medium,Medium,Very High,723,0,PU,All-Purpose,No,All Season,4-7,105,2,77,minimal
SH0245,Skechers Stride Trail Running Shoes Pink,Skechers,Shoes,trail running shoes,Running,Women,Pink,Knit,Slip-On,Regular,5541,15,4709.85,3.9,215,100,Medium,Low,Medium,High,405,10,Rubber,Trail,No,All Season,6-10,5,3,80,lightweight
SH0246,Liberty Stride Slip-On Walkers Pink,Liberty,Shoes,slip-on walkers,Walking,Boys,Pink,Mesh,Slip-On,Regular,2253,30,1577.1,4.3,113,100,High,Medium,Medium,Very High,450,8,PU,Indoor,No,Summer,2-6,93,1,74,everyday
SH0247,Converse Flex Casual Sneakers Red,Converse,Shoes,casual sneakers,Casual,Girls,Red,PU,Velcro,Wide,5184,30,3628.8,4.4,51,100,Medium,Medium,Medium,Medium,604,10,Rubber,Indoor,No,Monsoon,1-5,87,7,79,sporty
SH0248,Skechers Prime Road Running Shoes Navy,Skechers,Shoes,road running shoes,Running,Women,Navy,Mesh,Lace-Up,Slim,8497,35,5523.05,4.1,77,100,Max,Medium,Low,High,259,6,Phylon,Court,No,All Season,5-9,101,2,79,sporty
SH0249,Adidas Lite Trail Running Shoes Olive,Adidas,Shoes,trail running shoes,Running,Women,Olive,Mesh,Velcro,Wide,3972,25,2979.0,3.8,193,100,High,Medium,Low,High,489,0,PU,Trail,Yes,All Season,6-10,113,4,61,rugged
SH0250,Puma Prime Gym Trainers Red,Puma,Shoes,gym trainers,Training,Unisex,Red,Mesh,Velcro,Regular,6050,40,3630.0,3.9,117,100,Max,Medium,Low,High,694,8,EVA,Indoor,No,All Season,5-9,150,6,68,retro
SH0251,Nike Air Road Running Shoes White,Nike,Shoes,road running shoes,Running,Women,White,Synthetic,Slip-On,Slim,1900,10,1710.0,4.4,62,64,High,Medium,Medium,High,435,4,Phylon,Road,No,All Season,4-7,150,10,89,fashion
SH0252,Nike Max Basketball Shoes Grey,Nike,Shoes,basketball shoes,Basketball,Women,Grey,Mesh,Elastic,Regular,7948,20,6358.4,4.8,249,100,Medium,Low,High,High,367,4,TPU,Court,No,All Season,5-9,164,3,66,minimal
SH0253,New Balance Elite Comfort Walkers Blue,New Balance,Shoes,comfort walkers,Walking,Boys,Blue,Synthetic,Lace-Up,Slim,6680,20,5344.0,3.9,454,100,Medium,Medium,Low,High,482,6,TPU,Court,No,Winter,3-7,127,7,74,everyday
SH0254,Campus Lite Comfort Walkers Maroon,Campus,Shoes,comfort walkers,Walking,Unisex,Maroon,Rubberized knit,Elastic,Wide,3084,20,2467.2,4.0,114,97,Low,Medium,Low,Medium,529,4,Phylon,Indoor,No,All Season,7-11,40,7,53,rugged
SH0255,Nike Flex Training Shoes Pink,Nike,Shoes,training shoes,Training,Boys,Pink,PU,Slip-On,Regular,5206,15,4425.1,4.0,37,83,Medium,Medium,Medium,High,491,12,Phylon,Indoor,No,Monsoon,3-7,29,6,78,fashion
SH0256,Clarks Edge Casual Sneakers Black,Clarks,Shoes,casual sneakers,Casual,Boys,Black,Leather,Elastic,Wide,5124,20,4099.2,4.1,58,100,Low,Medium,High,Medium,573,8,Phylon,Indoor,No,All Season,1-5,200,7,31,everyday
SH0257,Under Armour Flow Road Running Shoes Brown,Under Armour,Shoes,road running shoes,Running,Men,Brown,PU,Velcro,Wide,7649,30,5354.3,4.4,115,100,Medium,High,Medium,Medium,677,10,Rubber,All-Purpose,Yes,All Season,6-9,100,3,50,fashion
SH0258,Mochi Pro Wedges Tan,Mochi,Shoes,wedges,Heels,Women,Tan,Synthetic,Buckle,Wide,3557,30,2489.9,4.9,95,100,Medium,Low,Low,Medium,369,6,PU,Indoor,No,Summer,6-10,29,1,32,fashion
SH0259,Adidas Prime Cross Trainers Maroon,Adidas,Shoes,cross trainers,Training,Men,Maroon,Suede,Velcro,Regular,6150,5,5842.5,4.4,32,100,Low,High,Low,High,734,10,Rubber,Court,No,Winter,6-9,91,6,67,sporty
SH0260,ASICS Elite Cross Trainers Brown,ASICS,Shoes,cross trainers,Training,Unisex,Brown,Leather,Velcro,Regular,9795,20,7836.0,4.1,53,49,Low,High,Medium,Very High,470,8,EVA,Road,No,All Season,6-10,76,12,61,everyday
SH0261,Nike Flex Trail Running Shoes Beige,Nike,Shoes,trail running shoes,Running,Men,Beige,Knit,Velcro,Regular,5850,15,4972.5,4.2,84,91,Low,Low,Medium,Medium,449,8,Foam,All-Purpose,No,Summer,7-11,130,6,72,rugged
SH0262,Fila Edge Gym Trainers Tan,Fila,Shoes,gym trainers,Training,Men,Tan,Suede,Slip-On,Regular,5521,20,4416.8,4.2,100,100,High,Medium,Medium,Very High,606,8,Foam,Court,Yes,All Season,6-9,133,4,82,fashion
SH0263,New Balance Flex Race-Day Shoes Black,New Balance,Shoes,race-day shoes,Running,Boys,Black,Knit,Buckle,Regular,6145,30,4301.5,4.3,44,94,Medium,Medium,High,Medium,426,12,EVA,Trail,No,All Season,3-7,118,5,61,rugged
SH0264,Skechers Max Street Sneakers Pink,Skechers,Shoes,street sneakers,Lifestyle,Men,Pink,Synthetic,Slip-On,Regular,2797,20,2237.6,4.0,106,100,Medium,High,Low,Medium,546,8,EVA,Trail,Yes,All Season,6-10,58,12,87,everyday
SH0265,Nike Max Road Running Shoes Pink,Nike,Shoes,road running shoes,Running,Girls,Pink,PU,Slip-On,Wide,7859,35,5108.35,4.3,63,100,High,Medium,Low,Very High,568,10,Rubber,Trail,No,All Season,3-7,48,3,81,retro
SH0266,Liberty Elite Derbies Red,Liberty,Shoes,derbies,Formal,Girls,Red,PU,Buckle,Wide,1930,5,1833.5,4.7,83,100,Medium,Low,Low,Medium,821,6,TPU,Trail,Yes,All Season,3-7,135,4,62,premium
SH0267,New Balance Max Race-Day Shoes Grey,New Balance,Shoes,race-day shoes,Running,Unisex,Grey,Synthetic,Lace-Up,Wide,8887,35,5776.55,3.6,247,100,High,Low,Low,High,460,10,Rubber,Road,No,All Season,6-10,181,7,85,minimal
SH0268,Mochi Max Block Heels Tan,Mochi,Shoes,block heels,Heels,Women,Tan,Synthetic,Slip-On,Wide,3211,20,2568.8,3.8,85,91,Medium,Medium,Medium,Medium,727,8,EVA,Indoor,No,Summer,4-8,166,11,88,fashion
SH0269,Skechers Move Road Running Shoes Red,Skechers,Shoes,road running shoes,Running,Boys,Red,Canvas,Slip-On,Regular,4896,20,3916.8,4.1,30,68,Max,Medium,Medium,High,291,8,Rubber,All-Purpose,Yes,All Season,1-5,177,1,94,retro
SH0270,New Balance Move Race-Day Shoes Tan,New Balance,Shoes,race-day shoes,Running,Unisex,Tan,Synthetic,Buckle,Wide,6184,25,4638.0,4.2,121,100,Low,Medium,Low,Very High,542,8,Foam,Indoor,No,All Season,5-9,145,3,56,everyday
SH0271,Nike Pulse Gym Trainers Tan,Nike,Shoes,gym trainers,Training,Unisex,Tan,Rubberized knit,Elastic,Regular,6986,20,5588.8,4.2,73,98,High,Low,Low,Medium,557,10,Foam,Indoor,No,Summer,7-11,114,2,58,minimal
SH0272,Puma Lite Trail Running Shoes Maroon,Puma,Shoes,trail running shoes,Running,Women,Maroon,Canvas,Velcro,Regular,6718,10,6046.2,4.4,80,100,High,Medium,Medium,Very High,556,4,TPU,Indoor,No,All Season,4-7,99,12,86,retro
SH0273,Puma Air Lifestyle Sneakers Pink,Puma,Shoes,lifestyle sneakers,Lifestyle,Men,Pink,Synthetic,Slip-On,Regular,4380,20,3504.0,4.4,33,68,Medium,Low,Low,Medium,857,10,Phylon,Court,No,Monsoon,6-9,48,4,67,rugged
SH0274,Skechers Stride Comfort Walkers Beige,Skechers,Shoes,comfort walkers,Walking,Unisex,Beige,Knit,Buckle,Regular,8906,50,4453.0,4.4,141,92,Low,High,Medium,High,523,8,Foam,Indoor,No,All Season,7-11,87,9,50,rugged
SH0275,Under Armour Air Road Running Shoes Navy,Under Armour,Shoes,road running shoes,Running,Men,Navy,Canvas,Buckle,Regular,7632,25,5724.0,4.0,24,95,Medium,High,Low,High,800,0,Foam,Court,No,All Season,6-9,55,3,69,everyday
SH0276,New Balance Edge Road Running Shoes Beige,New Balance,Shoes,road running shoes,Running,Unisex,Beige,Synthetic,Buckle,Regular,5547,35,3605.55,3.3,81,100,High,Medium,Medium,High,621,12,PU,Road,Yes,Summer,7-11,237,1,42,minimal
SH0277,ASICS Flow Gym Trainers Maroon,ASICS,Shoes,gym trainers,Training,Men,Maroon,Knit,Velcro,Wide,6901,20,5520.8,4.2,633,100,Medium,Low,High,Medium,719,10,EVA,All-Purpose,No,Monsoon,7-11,135,3,73,retro
SH0278,Bata Pro School Shoes Tan,Bata,Shoes,school shoes,School,Unisex,Tan,PU,Slip-On,Regular,2890,25,2167.5,4.3,75,100,High,Low,Medium,Very High,605,12,Rubber,Indoor,No,All Season,5-9,99,10,76,lightweight
SH0279,Nike Flex Street Sneakers Black,Nike,Shoes,street sneakers,Lifestyle,Unisex,Black,Synthetic,Buckle,Regular,6658,30,4660.6,4.2,218,100,Medium,Medium,Medium,Medium,541,12,EVA,Road,No,All Season,7-11,13,11,87,retro
SH0280,Reebok Max Slip-On Walkers Maroon,Reebok,Shoes,slip-on walkers,Walking,Boys,Maroon,Synthetic,Buckle,Regular,3375,0,3375.0,4.0,260,100,Low,Medium,Low,Very High,466,4,EVA,Indoor,No,Summer,2-6,300,1,84,fashion
SH0281,Campus Air School Shoes Blue,Campus,Shoes,school shoes,School,Boys,Blue,Suede,Lace-Up,Regular,1978,15,1681.3,4.3,143,100,High,Medium,Low,High,536,10,PU,All-Purpose,No,All Season,1-5,153,4,66,everyday
SH0282,Bata Max School Shoes Maroon,Bata,Shoes,school shoes,School,Girls,Maroon,Knit,Slip-On,Regular,2685,20,2148.0,4.1,220,100,High,Medium,Medium,Medium,583,10,PU,Indoor,No,All Season,2-6,5,9,76,premium
SH0283,Converse Prime Skate Shoes Tan,Converse,Shoes,skate shoes,Skate,Men,Tan,Mesh,Buckle,Wide,4429,35,2878.85,4.1,218,100,Low,High,Low,High,533,8,EVA,All-Purpose,No,All Season,6-9,73,11,72,everyday
SH0284,Reebok Max Race-Day Shoes Red,Reebok,Shoes,race-day shoes,Running,Unisex,Red,Knit,Lace-Up,Wide,2684,15,2281.4,4.0,181,100,Medium,High,High,High,596,10,PU,Indoor,No,All Season,6-10,150,8,78,lightweight
SH0285,Adidas Stride Lifestyle Sneakers Red,Adidas,Shoes,lifestyle sneakers,Lifestyle,Women,Red,PU,Lace-Up,Regular,4563,10,4106.7,4.4,174,100,Low,High,Medium,Medium,602,10,Phylon,Road,No,All Season,6-10,191,3,77,fashion
SH0286,Bata Pro Slip-On Walkers Grey,Bata,Shoes,slip-on walkers,Walking,Women,Grey,Synthetic,Lace-Up,Regular,3792,0,3792.0,4.2,53,90,Max,Low,Low,Very High,439,10,Foam,All-Purpose,No,All Season,6-10,75,3,52,fashion
SH0287,Under Armour Lite Trail Running Shoes Beige,Under Armour,Shoes,trail running shoes,Running,Boys,Beige,Canvas,Elastic,Slim,6306,10,5675.4,4.1,26,87,Max,Medium,Low,High,596,8,TPU,Road,Yes,All Season,3-7,120,2,50,rugged
SH0288,Adidas Lite Turf Shoes White,Adidas,Shoes,turf shoes,Football,Men,White,Synthetic,Buckle,Regular,7447,5,7074.65,3.6,58,69,Max,High,Low,High,626,10,Phylon,Trail,No,All Season,6-10,63,7,79,premium
SH0289,Puma Lite Gym Trainers Olive,Puma,Shoes,gym trainers,Training,Girls,Olive,Mesh,Buckle,Slim,4196,20,3356.8,3.5,155,92,Medium,Medium,Medium,Very High,608,8,EVA,Road,No,Summer,3-7,123,9,69,retro
SH0290,Red Tape Pulse Casual Sneakers Red,Red Tape,Shoes,casual sneakers,Casual,Women,Red,Leather,Elastic,Regular,2144,30,1500.8,3.1,113,100,Medium,High,Low,Very High,501,6,TPU,Trail,No,All Season,4-8,194,12,68,lightweight
SH0291,Adidas Flow Street Sneakers Tan,Adidas,Shoes,street sneakers,Lifestyle,Boys,Tan,Mesh,Velcro,Regular,7062,5,6708.9,3.9,138,100,Medium,Medium,Medium,Medium,607,10,PU,Court,No,Winter,3-7,183,5,100,lightweight
SH0292,Vans Flex Canvas Shoes Black,Vans,Shoes,canvas shoes,Casual,Unisex,Black,PU,Slip-On,Regular,4154,25,3115.5,4.2,28,71,Low,Medium,Medium,Medium,668,12,EVA,Indoor,Yes,All Season,7-11,95,11,55,minimal
SH0293,Adidas Lite Race-Day Shoes Olive,Adidas,Shoes,race-day shoes,Running,Unisex,Olive,Leather,Velcro,Wide,4371,30,3059.7,4.6,99,100,High,Medium,Medium,Very High,708,4,Phylon,All-Purpose,Yes,All Season,5-9,100,7,67,sporty
SH0294,Nike Max Cross Trainers Grey,Nike,Shoes,cross trainers,Training,Men,Grey,PU,Elastic,Regular,4407,20,3525.6,4.0,80,73,High,Medium,Medium,High,705,4,Rubber,Court,No,All Season,7-11,70,6,56,retro
SH0295,Vans Pro Street Sneakers Blue,Vans,Shoes,street sneakers,Lifestyle,Unisex,Blue,Mesh,Velcro,Regular,5121,10,4608.9,4.3,180,100,High,Low,High,Medium,681,4,Phylon,Court,No,All Season,6-10,143,2,63,everyday
SH0296,Nike Max Road Running Shoes Olive,Nike,Shoes,road running shoes,Running,Boys,Olive,Synthetic,Buckle,Regular,5026,10,4523.4,3.3,90,100,Medium,Low,Medium,Very High,643,6,Rubber,All-Purpose,No,Monsoon,2-6,175,12,82,sporty
SH0297,Skechers Pulse Street Sneakers Olive,Skechers,Shoes,street sneakers,Lifestyle,Unisex,Olive,Synthetic,Lace-Up,Wide,5752,0,5752.0,4.3,64,93,Medium,Medium,Medium,Very High,633,10,Foam,Trail,No,Summer,7-11,156,12,86,fashion
SH0298,Adidas Max Road Running Shoes Brown,Adidas,Shoes,road running shoes,Running,Boys,Brown,Synthetic,Elastic,Regular,5013,25,3759.75,4.2,151,99,Low,High,Low,Medium,302,10,TPU,Indoor,No,Summer,3-7,5,7,55,minimal
SH0299,Reebok Air Road Running Shoes Red,Reebok,Shoes,road running shoes,Running,Women,Red,Rubberized knit,Buckle,Regular,3730,20,2984.0,4.1,72,100,Low,High,Medium,Very High,581,8,Phylon,Trail,No,Winter,4-8,139,2,70,lightweight
SH0300,Red Tape Pulse Casual Sneakers Grey,Red Tape,Shoes,casual sneakers,Casual,Women,Grey,Leather,Elastic,Wide,2293,25,1719.75,4.6,94,100,Medium,Low,Low,High,658,10,Foam,Court,No,Summer,4-7,55,6,37,rugged
SH0301,Clarks Elite Slip-On Walkers Tan,Clarks,Shoes,slip-on walkers,Walking,Men,Tan,Mesh,Velcro,Regular,8812,0,8812.0,3.9,54,100,Medium,High,Low,Very High,479,8,Rubber,Road,No,All Season,6-10,48,10,94,everyday
SH0302,Under Armour Pulse Basketball Shoes Grey,Under Armour,Shoes,basketball shoes,Basketball,Boys,Grey,Knit,Buckle,Regular,9466,20,7572.8,4.1,151,100,Low,Low,High,High,439,12,EVA,Indoor,No,All Season,1-5,110,7,65,premium
SH0303,Adidas Elite Street Sneakers Brown,Adidas,Shoes,street sneakers,Lifestyle,Men,Brown,Mesh,Buckle,Regular,6947,35,4515.55,4.0,84,81,Low,Medium,High,High,939,8,TPU,Court,No,All Season,8-12,5,7,61,premium
SH0304,Reebok Flex Cross Trainers Blue,Reebok,Shoes,cross trainers,Training,Men,Blue,Leather,Elastic,Regular,5181,25,3885.75,4.2,82,100,High,Medium,Low,High,712,6,Rubber,All-Purpose,No,All Season,6-10,152,12,43,sporty
SH0305,Reebok Lite Cross Trainers Tan,Reebok,Shoes,cross trainers,Training,Women,Tan,Canvas,Buckle,Regular,5098,20,4078.4,4.5,135,100,Max,Medium,High,High,404,4,Phylon,Indoor,No,All Season,6-10,160,4,75,premium
SH0306,Adidas Max Retro Sneakers Grey,Adidas,Shoes,retro sneakers,Lifestyle,Girls,Grey,Synthetic,Lace-Up,Wide,4680,30,3276.0,4.2,294,100,Medium,Low,Low,Very High,566,4,Rubber,Road,No,All Season,3-7,31,6,67,rugged
SH0307,New Balance Elite Trail Running Shoes Pink,New Balance,Shoes,trail running shoes,Running,Boys,Pink,PU,Elastic,Wide,7678,30,5374.6,4.3,85,100,Medium,Medium,Low,High,484,12,PU,Indoor,No,All Season,3-7,23,3,50,everyday
SH0308,Hush Puppies Flow Slip-On Walkers Pink,Hush Puppies,Shoes,slip-on walkers,Walking,Men,Pink,Synthetic,Elastic,Wide,2961,15,2516.85,4.1,318,100,Max,High,Medium,Medium,498,10,Foam,Trail,No,All Season,6-9,133,2,42,premium
SH0309,Puma Flow Cross Trainers Pink,Puma,Shoes,cross trainers,Training,Men,Pink,Synthetic,Buckle,Regular,4052,20,3241.6,4.1,243,100,Low,Low,Medium,High,665,6,Rubber,Indoor,No,Winter,6-10,53,5,69,sporty
SH0310,Hush Puppies Prime Casual Sneakers White,Hush Puppies,Shoes,casual sneakers,Casual,Men,White,Leather,Velcro,Wide,6072,30,4250.4,4.8,48,86,High,Medium,Low,High,705,4,Phylon,Court,Yes,Monsoon,8-12,44,2,60,minimal
SH0311,New Balance Move Road Running Shoes Blue,New Balance,Shoes,road running shoes,Running,Women,Blue,Leather,Elastic,Slim,9265,15,7875.25,4.2,79,100,High,Medium,High,High,275,6,TPU,All-Purpose,Yes,All Season,6-10,69,6,100,lightweight
SH0312,Bata Edge Comfort Walkers Red,Bata,Shoes,comfort walkers,Walking,Men,Red,PU,Slip-On,Regular,3062,25,2296.5,4.9,99,100,High,High,Low,Very High,768,10,EVA,Trail,No,Summer,8-12,98,9,61,rugged
SH0313,Mochi Flow Block Heels Grey,Mochi,Shoes,block heels,Heels,Women,Grey,PU,Slip-On,Regular,1770,15,1504.5,4.7,36,91,Max,High,High,High,368,10,TPU,Indoor,No,Summer,4-8,94,6,75,retro
SH0314,Puma Flow Trail Running Shoes Brown,Puma,Shoes,trail running shoes,Running,Women,Brown,Rubberized knit,Velcro,Slim,5240,25,3930.0,4.9,38,100,High,High,Medium,Very High,452,10,Rubber,Court,No,All Season,4-7,80,1,72,premium
SH0315,Converse Air Lifestyle Sneakers Pink,Converse,Shoes,lifestyle sneakers,Lifestyle,Women,Pink,Leather,Elastic,Regular,3780,25,2835.0,4.4,351,100,Low,Medium,High,Very High,445,10,TPU,Trail,No,Summer,6-10,163,12,41,sporty
SH0316,Converse Pro Lifestyle Sneakers Navy,Converse,Shoes,lifestyle sneakers,Lifestyle,Women,Navy,Leather,Buckle,Wide,4977,35,3235.05,4.7,127,100,High,Low,High,Very High,632,12,Phylon,Indoor,No,All Season,4-7,119,3,42,retro
SH0317,Woodland Air Outdoor Shoes Navy,Woodland,Shoes,outdoor shoes,Outdoor,Girls,Navy,Rubberized knit,Lace-Up,Regular,6643,10,5978.7,4.0,71,100,Medium,Medium,High,Very High,981,10,Phylon,Indoor,No,All Season,1-5,93,7,63,sporty
SH0318,Woodland Move Hiking Boots Brown,Woodland,Shoes,hiking boots,Hiking,Women,Brown,PU,Lace-Up,Regular,5150,10,4635.0,4.1,63,100,Low,Medium,High,High,819,12,EVA,Indoor,Yes,All Season,6-10,109,7,53,premium
SH0319,Nike Pro Road Running Shoes Grey,Nike,Shoes,road running shoes,Running,Women,Grey,Synthetic,Velcro,Wide,8680,25,6510.0,4.0,26,100,Max,High,Medium,Very High,245,12,Rubber,Indoor,Yes,All Season,6-10,78,9,79,everyday
SH0320,Adidas Prime Gym Trainers Navy,Adidas,Shoes,gym trainers,Training,Boys,Navy,Mesh,Elastic,Regular,7229,15,6144.65,3.8,165,100,Medium,Medium,High,High,547,6,PU,Trail,No,All Season,1-5,62,5,57,fashion
SH0321,Reebok Pulse Road Running Shoes Pink,Reebok,Shoes,road running shoes,Running,Women,Pink,Canvas,Buckle,Regular,4467,50,2233.5,4.4,396,100,Low,Medium,Low,High,349,0,Phylon,Indoor,No,All Season,5-9,217,8,66,sporty
SH0322,Adidas Pro Road Running Shoes Navy,Adidas,Shoes,road running shoes,Running,Boys,Navy,PU,Elastic,Wide,3495,10,3145.5,4.1,189,100,Medium,Medium,Low,Very High,509,6,Rubber,Trail,Yes,Summer,3-7,210,6,38,premium
SH0323,Adidas Move Street Sneakers White,Adidas,Shoes,street sneakers,Lifestyle,Girls,White,PU,Slip-On,Regular,3509,15,2982.65,4.3,185,100,Medium,Medium,Medium,High,612,0,TPU,All-Purpose,No,All Season,3-7,5,12,68,lightweight
SH0324,Adidas Air Race-Day Shoes Black,Adidas,Shoes,race-day shoes,Running,Men,Black,Suede,Elastic,Wide,6487,35,4216.55,4.6,47,100,Medium,Medium,Low,Very High,628,8,PU,Road,No,All Season,6-9,191,11,32,premium
SH0325,Converse Flex Skate Shoes Beige,Converse,Shoes,skate shoes,Skate,Girls,Beige,Mesh,Lace-Up,Wide,3908,30,2735.6,4.2,126,100,Medium,Medium,High,High,429,10,TPU,Road,No,All Season,2-6,79,7,65,lightweight
SH0326,Hush Puppies Prime Walking Shoes Maroon,Hush Puppies,Shoes,walking shoes,Walking,Unisex,Maroon,Mesh,Buckle,Regular,3588,50,1794.0,4.4,44,100,High,Low,Medium,Medium,490,10,EVA,Road,No,All Season,5-9,147,1,33,lightweight
SH0327,New Balance Max Retro Sneakers Tan,New Balance,Shoes,retro sneakers,Lifestyle,Women,Tan,Canvas,Elastic,Wide,9548,30,6683.6,3.9,71,100,Medium,Medium,High,Medium,488,10,TPU,Trail,No,All Season,4-7,167,12,60,minimal
SH0328,Red Tape Move Formal Loafers Blue,Red Tape,Shoes,formal loafers,Formal,Boys,Blue,Rubberized knit,Lace-Up,Regular,4594,20,3675.2,4.8,197,100,Low,High,Low,Very High,683,6,Phylon,Court,No,All Season,2-6,71,11,50,premium
SH0329,Reebok Stride Slip-On Walkers Maroon,Reebok,Shoes,slip-on walkers,Walking,Unisex,Maroon,Canvas,Velcro,Regular,4662,20,3729.6,4.7,156,100,Low,Low,High,Very High,545,10,PU,Road,No,All Season,6-10,183,9,47,premium
SH0330,Adidas Pulse Training Shoes Navy,Adidas,Shoes,training shoes,Training,Men,Navy,Suede,Buckle,Wide,6121,5,5814.95,4.9,877,100,Medium,High,Medium,High,715,4,TPU,Court,No,Summer,8-12,109,7,74,rugged
SH0331,Nike Move Retro Sneakers Maroon,Nike,Shoes,retro sneakers,Lifestyle,Women,Maroon,Synthetic,Buckle,Regular,5384,35,3499.6,4.8,116,100,Low,Low,Medium,High,660,4,PU,Indoor,No,All Season,5-9,159,8,72,lightweight
SH0332,Puma Air Trail Running Shoes Grey,Puma,Shoes,trail running shoes,Running,Women,Grey,Synthetic,Elastic,Wide,3837,30,2685.9,4.0,46,96,Medium,Medium,Medium,Very High,667,10,Phylon,Court,No,All Season,6-10,166,8,73,everyday
SH0333,Campus Pro Comfort Walkers Navy,Campus,Shoes,comfort walkers,Walking,Women,Navy,Knit,Elastic,Regular,2106,15,1790.1,4.4,46,87,High,High,Medium,High,451,8,Foam,All-Purpose,No,Winter,6-10,161,9,80,retro
SH0334,ASICS Flex Tennis Shoes Grey,ASICS,Shoes,tennis shoes,Tennis,Men,Grey,Synthetic,Velcro,Slim,7897,25,5922.75,3.7,77,100,Medium,Medium,Medium,Very High,655,4,Foam,All-Purpose,No,Monsoon,6-10,154,8,74,minimal
SH0335,Vans Pro Skate Shoes White,Vans,Shoes,skate shoes,Skate,Men,White,PU,Velcro,Regular,4808,15,4086.8,4.0,162,100,Low,Medium,Medium,Very High,391,4,TPU,Trail,Yes,All Season,6-9,149,7,55,rugged
SH0336,Reebok Lite Walking Shoes Blue,Reebok,Shoes,walking shoes,Walking,Men,Blue,Suede,Buckle,Regular,5476,20,4380.8,4.0,54,100,High,Low,Medium,High,632,12,PU,All-Purpose,No,Summer,6-9,96,11,84,fashion
